phon,gen
aʁjɛʁgʁ1t2kl,m
aʁjɛʁgʁ1pɛʁ,m
aʁjɛʁgʁ1t1t,f
aʁjɛʁgʁ1paʁ1,m
aʁjɛʁlɔʒ,m
aʁjɛʁmagaz3,m
aʁjɛʁm2d,m
aʁjɛʁnəvø,m
aʁjɛʁəpEi,m
aʁjɛʁpətit1f1,m
aʁjɛʁpətifis,m
aʁjɛʁpətinəvø,m
aʁjɛʁpətitfij,f
aʁjɛʁpətitnjɛs,f
aʁjɛʁpl1,m
aʁjɛʁsEz2,f
aʁjɛʁsal,f
aʁjEʁe,m
aʁjɛʁ,m
aʁjEʁe,f
aʁimaʒ,m
aʁiv1,m
aʁiv1t,f
aʁive,m
aʁive,f
aʁOg1s,f
aʁOg1,m
aʁOg1t,f
aʁ2di,m
aʁOzaʒ,m
aʁOzœʁ,m
aʁOzøz,f
aʁOzwaʁ,m
aʁtEfakt,m
aʁtɛʁ,f
aʁtEʁjEktOmi,f
aʁtEʁjOgʁafi,f
aʁtEʁjɔl,f
aʁtEʁjOpati,f
aʁtEʁjOsklEʁoz,f
aʁtEʁit,f
aʁtʁOdɛz,f
aʁtʁOpati,f
aʁtʁOplasti,f
aʁtʁOpɔd,m
aʁtʁOskOpi,f
aʁtiʃo,m
aʁtiʃ,m
aʁtikləʃɔk,m
aʁtikl,m
aʁtikylasj2,f
aʁtikyle,m
aʁtikylɛ,m
aʁtifisjalite,f
aʁtiflo,m
aʁtim2,m
aʁtiz1,m
aʁtizana,m
aʁtiz2,m
aʁyspis,m
aʁitmi,f
aʁzɛl,m
asʁwa,m
aza,m
azana,f
asbɛst,m
asbEstoz,f
askaʁis,m
as1d1s,f
as1sœʁ,m
as1sj2,f
asɛz,f
asEtizm,m
asit,f
asklEpja,m
asdik,m
aɛsœ,f
asEpsi,f
asEptizasj2,f
asEksɥalite,f
aʃʁam,m
azil,m
asOsjabilite,f
asOsjal,f
aspaʁtam,m
aspɛ,m
aspɛʁʒ,f
aspɛʁʒiloz,f
aspɛʁʒilys,m
aspEʁite,f
asfalt,m
asfOdɛl,m
asfiksi,f
aspiʁ1t,f
aspiʁatœʁtʁEno,m
aspiʁatœʁ,m
aspʁ,f
asafEtida,f
asEnisəm1,m
asas3,m
as,f
asEʃəm1,m
as1blaʒ,m
as1ble,f
as1blœʁ,m
asɛʁsj2,f
asEsœʁ,m
asidɥite,f
asjEʒe,m
asjEʒ1,m
asjEʒe,f
asjɛt,f
asjEte,f
asiɲa,m
asiɲəm1,m
asimilasj2,f
asimile,m
asiz,f
asistana,m
asist1s,f
asist1,m
asiste,m
asOsjasj2,f
asOsje,m
asOsje,f
as2bʁisəm1,m
asOmœʁ,m
asOmwaʁ,m
as2psj2,f
asOn1s,f
asɔʁtim1,m
asuplis1,m
asuplisəm1,m
asuʁdisəm1,m
asɥEtyd,f
asyʒEtisəm1,m
asyʁaʒ,m
asyʁ1saksid1,f
asyʁ1səʃOmaʒ,f
asyʁ1səmaladi,f
asyʁ1svi,f
asyʁe,m
asyʁe,f
asyʁœʁk2sɛj,m
asyʁœʁ,m
asiʁj3,m
astaʁte,f
ast,f
astEʁizm,m
astEʁisk,m
astEʁOid,m
astEni,f
asti,m
astik,m
astiko,m
astikOtaʒ,m
astigmatizm,m
astikœʁ,m
astʁ3t,f
astʁ3ʒ1,m
astʁOʃimi,f
astʁOlab,m
astʁOlOʒi,f
astʁOmEtʁi,f
astʁOnOtik,f
astʁOnɛf,m
astʁOnOmi,f
astʁOfɔʁ,m
astʁOfizisj3,m
astʁOfizisjɛn,f
astʁOfizik,f
astʁOpɔʁ,m
astʁOskɔp,m
astyʁjɛn,f
asimEtʁi,f
asistOli,f
atabɛg,m
atam1,m
ataʁaksi,f
atavizm,m
ataksi,f
atɛl,m
atElEktazi,f
atElan,f
atEmi,m
atEizm,m
atEne,m
atEnj3,m
atEnjɛn,f
atlEtizm,m
atmOsfɛʁ,f
atom,m
atOmize,m
atOmizœʁ,m
atOni,f
atu,m
atʁEzi,f
atʁijɔm,m
atʁOsite,f
atʁOfi,f
atʁOpin,f
ataʃEkɛz,m
ataʃ,f
ataʃe,m
ataʃe,f
ataʃəm1,m
atak1,m
atak1t,f
atakœʁ,m
ataʁde,m
ataʁde,f
ataʁdəm1,m
at3t,f
atəlaʒ,m
at1dʁisœʁ,m
at1dy,m
at1t,f
at1tizm,m
atEnɥatœʁ,m
atEnɥasj2,f
atEʁaʒ,m
atEʁisaʒ,m
atEstasj2,f
#DEF#,m
atiʁ1s,f
atizəm1,m
atizwaʁ,m
atityd,f
atɔʁnɛ,m
atuʃəm1,m
atʁaksj2vədɛt,f
atʁɛ,m
atʁapaʒ,m
atʁapkuj2,m
atʁapmuʃ,m
atʁapənigo,m
atʁap,f
atʁisj2,f
atʁupəm1,m
Odəla,m
Obad,f
Ob3,m
Obɛn,f
ob,f
ObEpin,f
Obɛʁ,m
Obɛʁʒ,f
Obɛt,f
Obje,m
Obuʁ,m
Okyba,m
Odas,f
Odj1s,f
Odj1sja,f
Odimat,m
OdjOk2fEʁ1s,f
OdjOgʁam,m
OdjOmEtʁi,f
OdjOfɔn,m
OdjOvizɥɛl,m
Odit,m
Oditœʁ,m
Odisj2,f
Oditwaʁ,m
OditOʁjɔm,m
Oditʁis,f
oʒ,f
Ogm1,m
Ogm1tasj2,f
Ogyʁ,m
Ogyst,m
Ogyst3,m
ola,f
Onɛ,f
oln,m
OlOfe,f
olo,m
Omon,f
OmOnəʁi,f
OmOnje,m
OmOnjɛʁ,f
Oʁa,f
OʁEɔl,f
OʁEOmisin,f
OʁEys,m
Oʁikylɛʁ,m
Oʁikyl,f
Oʁiʒ,m
Oʁɔk,m
Oʁɔn,f
Oʁɔʁ,f
Oskyltasj2,f
ospis,m
Osjɛʁ,f
OstEʁite,f
Ostʁalj3,m
Ostʁaljɛn,f
OstʁalOpitɛk,m
OstʁO2gʁwa,m
Ozvajs,m
Ot1,m
Otaʁsi,f
Otɛl,m
Otœʁ,m
otœʁ,f
Ot1tisite,f
Ot1tifikasj2,f
OtOanaliz,f
OtOEkɔl,f
OtOEʁOtizm,m
OtO3tOksikasj2,f
OtOstɔp,m
OtOstOpœʁ,m
OtOstOpøz,f
OtOt1pOnøz,f
Oto,f
OtObjOgʁafi,f
OtObʁ2z1,m
OtObys,m
OtOkaʁ,m
OtOs1syʁ,f
OtOʃənij,f
OtOklav,m
OtOkOl1,m
OtOk2sɛʁvasj2,f
OtOkʁasi,f
OtOkʁEasj2,f
OtOkʁitik,f
OtOkɥizœʁ,m
OtOdafe,m
OtOdEf1s,f
OtOdEnigʁəm1,m
otodEʁizj2,f
OtOdEstʁyksj2,f
OtOdEtɛʁminasj2,f
OtOdisiplin,f
OtOdʁom,m
OtOfin1səm1,m
OtOfOkys,m
OtOʒənɛz,f
OtOʒEstj2,f
OtOʒiʁ,m
OtOgʁaf,m
OtOgidaʒ,m
OtOliza,m
OtOliz,f
OtOmasj2,f
OtOmatik,m
OtOmatizasj2,f
OtOmatizm,m
OtOmEdikasj2,f
OtOmitʁajøz,f
Otɔn,m
OtOmObilklœb,f
OtOmObil,f
OtomOtœʁ,m
OtOmytilasj2,f
OtOnɛʒ,f
OtOnOmi,f
OtOpilɔt,m
OtOplasti,f
OtOpɔʁtʁɛ,m
OtOpʁOdɥi,m
OtOpʁOpylsœʁ,m
OtOpsi,f
Otopynisj2,f
OtOʁadjo,m
OtOʁaj,m
OtOʁEgylasj2,f
OtOʁəpʁOdyksj2,f
OtOʁizasj2,f
OtOʁitaʁizm,m
OtOʁite,f
OtOʁut,f
OtOsatisfaksj2,f
OtOstʁad,f
OtOsybzist1s,f
OtOsyfiz1s,f
OtOsygʒEstj2,f
OtOsyʁvEj1s,f
Otuʁ,m
otʁ,m
Otʁiʃj3,m
Otʁiʃjɛn,f
Otʁyʃ,f
ov1,m
Ovɛʁɲa,m
Ovɛʁɲat,f
Ovɛʁɲ,f
Ovɛʁp3,m
OsEʁwa,m
avaʃisəm1,m
aval,m
avalaʒ,m
aval1ʃ,f
avaləm1,m
avaløz,f
avalizœʁ,m
avalwaʁ,f
av1s,f
av1se,f
av1səm1,m
av1av1dɛʁnje,m
av1bɛk,m
av1s1tʁ,m
av1klu,m
av1kɔʁ,m
av1kuʁ,f
av1kuʁœʁ,m
av1kuʁjɛʁ,f
av1dɛʁnje,m
av1dɛʁnjɛʁ,f
av1dine,m
av1gu,m
av1m2,m
av1papje,m
av1pl1,m
av1pɔʁ,m
av1pʁ3t1,m
av1pʁOʒɛ,m
av1pʁOpo,m
av1sɛn,f
av1twa,m
av1tʁ3,m
av1tʁu,m
av1vɛj,f
avaʁis,f
avaʁisjø,m
avaʁi,f
avaʁo,m
avataʁ,m
ave,m
avəlin,f
avən1,m
avəniʁ,m
av1tyʁje,m
av1tyʁjɛʁ,f
av1tyʁin,f
avəny,f
avɛʁ,m
avɛʁs,f
avø,m
avœgləne,m
avœgləne,f
avjatœʁ,m
avjasj2,f
avjatʁis,f
avikyltyʁ,f
avidite,f
aviɲOnɛ,m
avj2kaʁgo,m
avj2sitɛʁn,m
avj2Ekɔl,m
avj2Espj2,m
avj2sɥisid,m
avj2,m
avjOnik,f
avjOnɛt,f
avjOnœʁ,m
avitaminoz,f
avOkaj2,m
avOkasəʁi,f
avOkak2sɛj,m
avOka,m
avOkat,f
avOkatje,m
avOsɛt,f
avɔʁtəm1,m
avɔʁtœʁ,m
avɔʁtøz,f
avʁil,m
avʁije,f
avylsj2,f
av2kyla,m
awak,m
aksɛl,m
aksijOmatizasj2,f
aksjom,m
aksis,m
aksOlɔtl,m
aks2ʒ,f
Eja,f
Ej1,m
Ej1dʁwa,m
ajatOla,m
ajaj,m
ajuntamjɛnto,m
azale,f
azɛʁbaidʒanɛ,m
azOOspɛʁmi,f
azOtyʁ,m
azulEʁo,m
be,m
baba,m
babɛl,m
babœʁ,m
babi,m
babil,m
babijaʁ,m
babin,f
babiʁusa,m
babuʃ,f
babuʃka,f
babwin,f
bebibum,m
babifut,m
babisitœʁ,f
babisitiŋ,m
bEbi,m
babilOnj3,m
babilOnjɛn,f
bak,m
bakalOʁEa,m
bakanal,m
bak1t,f
baʃaga,m
baʃ,f
baʃəlje,m
baʃəljɛʁ,f
baʃibuzuk,m
baʃo,m
baʃOtaʒ,m
bakœp,m
bakgʁawnd,m
baklœʁ,m
bEkɔn,m
baktEʁi,f
baktEʁjEmi,f
baktEʁjOlOʒi,f
baktEʁjOfaʒ,m
bado,m
badOdəʁi,f
badɛʁn,f
badʒ,m
badiʒ2,m
badiʒOnaʒ,m
badiʒOnœʁ,m
#DEF#,f
badinaʒ,m
badmintɔn,m
badwa,m
baf,f
bafujaʒ,m
bafuj,f
bafujœʁ,m
bafuji,m
bafʁəm1,m
bafʁœʁ,m
bagaʒ,m
bagaʒəʁi,f
bagaʁœʁ,m
bagaʁøz,f
bagas,f
bagatɛl,f
baɲaʁ,m
baɲ,m
bagu,m
baguz,f
bagənod,f
bat,m
bay,m
bEɲad,f
bEɲœʁ,m
bEɲøz,f
bEɲwaʁ,f
baj,m
bajœʁ,m
bajaʒ,m
bajiv,f
baj2,m
bajOnɛt,f
bEzad,f
bɛz1vil,m
bɛz,f
bɛzm3,m
bɛzəm1,m
bEze,m
bEzœʁ,m
bEzøz,f
bEzOdʁom,m
bɛs,f
bɛsəm1,m
bEse,m
baʒu,f
baʒwaje,m
bakElit,f
baklava,m
balad,f
baladœʁ,m
baladøz,f
balaf2,m
balEbʁɔs,m
balɛ,m
balalaika,f
bal1,m
bal1saʒ,m
bal1sɛl,f
bal1sje,m
bal1sin,f
bal1swaʁ,f
bal1dʁa,m
balan,f
balatɔm,m
balEjaʒ,m
balEjɛt,f
balEjœʁ,m
balEjøz,f
balbOa,m
balbysim1,m
balbyzaʁ,m
balk2,m
balkOnɛ,m
bal,f
balɛn,f
balEno,m
balEnje,m
balizaʒ,m
balist,f
balistik,f
balivo,m
balivɛʁn,f
baltʁap,m
balast,m
baləʁin,f
balɔʃ,m
bal2s2d,m
bal2,m
balɔnəm1,m
balOnɛ,m
balo,m
balɔt,f
balOtaʒ,m
balɔtəm1,m
balOtin,f
balyʃ,m
balyʃOnaʒ,m
balnEOtEʁapi,f
baluʁ,m
balza,m
balzamje,m
balzamin,f
baltazaʁ,m
balyʃOnœʁ,m
balzasj3,m
balzan,f
b1b3,m
b1bin,f
b1binɛt,f
b1bino,m
b1bɔʃ,f
b1bOʃœʁ,m
b1bu,m
b1bula,f
b1,m
banalizasj2,f
banalite,f
bananəʁɛ,f
bananje,m
b1titʁ,m
b1dEz2,f
b1dana,m
b1dan2s,f
b1do,m
b1dEʁa,f
b1dəʁij,f
b1dEʁijEʁo,m
b1dəʁɔl,f
b1dœʁ,m
b1di,m
b1dOlin,f
b1dOnE2,m
b1dOtɛk,f
b1duljɛʁ,f
b1gladɛ,m
b1dʒo,m
b1knɔt,f
b1ljø,f
b1ljØzaʁ,m
b1ljØzaʁd,f
ban,f
bani,m
bani,f
banjɛʁ,f
banisəm1,m
b1k,f
b1kəʁut,f
b1kʁutje,m
b1kɛ,m
b1kɛt,f
b1kjɛʁ,f
b1kiz,f
b1tu,m
baObab,m
bau,m
batɛm,m
batizœʁ,m
batistɛʁ,m
bakɛ,m
baʁOtɛl,m
baʁmisva,f
baʁʁɛstOʁ1,m
baʁtaba,m
baʁagwinaʒ,m
baʁagwinœʁ,m
baʁalipt2,m
baʁatəʁi,f
baʁatinœʁ,m
baʁatinøz,f
baʁataʒ,m
baʁat,f
baʁbakan,f
baʁbak,f
baʁbaʁi,f
baʁbaʁizm,m
baʁbdəkapys3,f
baʁbo,m
baʁbəle,m
baʁbɛt,f
baʁbiʃ,f
baʁbiʃɛt,f
baʁbij2,m
baʁbikɛ,m
baʁbOtaʒ,m
baʁbɔt,f
baʁbOtøz,f
baʁbOtjɛʁ,f
baʁbujaʒ,m
baʁbuj,f
baʁbujœʁ,m
baʁbuji,m
baʁby,f
baʁbyl,f
baʁkaʁɔl,f
baʁdaʒ,m
baʁdan,f
baʁdœʁ,m
baʁdOlino,m
baʁɛm,m
baʁɛ,m
baʁʒ,f
baʁin,m
baʁjOlaʒ,m
baʁjOlyʁ,f
baʁʒo,m
baʁmɛd,f
baʁman,m
baʁnɔm,m
baʁOlo,m
baʁOmɛtʁ,m
baʁOnɛ,m
baʁOni,f
baʁɔk,m
baʁOtʁOmatizm,m
baʁud,m
baʁudøz,f
baʁuf,m
baʁkɛt,f
baʁakuda,m
baʁaʒ,m
baʁEzj3,m
baʁɛt,f
baʁœʁ,m
baʁøz,f
baʁikadje,m
baʁikadjɛʁ,f
baʁjɛʁ,f
baʁik,f
baʁtavɛl,f
baʁi,f
baʁj2,m
baʁit,f
baʁjɔm,m
baʁzɔj,m
bakOte,m
baz1piʁ,m
bafl1,m
baʁəljɛf,m
bav1tʁ,m
bazalt,m
bazan,f
baskyləm1,m
baz,f
bazik,m
bazilEys,m
bazilik,m
bazilikɔm,m
bazilik,f
baz3,m
baskEtøz,f
basmati,m
bazɔʃ,f
baskuʁ,f
basfos,f
bastaj,f
bas,f
basɛ,m
basɛt,f
bas3,m
basin,f
basinɛ,m
bas2,m
bastid,f
bastij,f
bast2,m
bastOnad,f
bastOnœʁ,m
batakl1,m
batajœʁ,m
bataj2,m
batajOnɛʁ,m
batak,m
bataʁd,f
bataʁdo,m
bataʁdiz,f
batositɛʁn,m
batolavwaʁ,m
batOmuʃ,m
batopilɔt,m
batop2p,m
bato,m
bate,f
batəlɛ,m
batəlje,m
batɛləʁi,f
batimɛtʁ,m
batiskaf,m
batisfɛʁ,f
bati,m
batjɛʁ,f
batifOlaʒ,m
batifOlœʁ,m
batik,m
batis,f
batisœʁ,m
batist,f
bat2,m
batOnɛ,m
batOnje,m
batʁasj3,m
bat1,m
bat1t,f
bat,f
batəm1,m
batœʁ,m
batøz,f
batœldʁɛs,m
batwaʁ,m
baty,m
baty,f
bo,m
bOdɛ,m
bOdʁije,m
bOdʁwa,f
bOdʁyʃ,f
boʒ,f
bOmje,m
bOksit,f
bavaʁdaʒ,m
bavaʁd,f
bavaʁwa,m
bavaʁwaz,f
bav,f
bavɛt,f
bavøz,f
bavø,m
bavwaʁ,m
bajaʁ,m
baju,m
bazaʁdœʁ,m
bibɔp,m
bigœl,m
bE1s,f
bEaʁnɛz,f
bitʒEnEʁasj2,f
bEa,m
bEatifikasj2,f
bEatityd,f
bofis,m
bOfʁɛʁ,m
bOpapa,m
bOpaʁ1,m
bOpɛʁ,m
bof,m
bOʒOlɛ,m
bOʒOlpif,m
bopʁe,m
bote,f
#DEF#,m
bEbe,m
bEbeEpʁuvɛt,m
bɛkdəkan,m
bɛkdəljɛvʁ,m
bEkabuŋga,m
bEkan,f
bEkaʁ,m
bEkas,f
bEkasin,f
bɛkfig,m
bEʃamɛl,f
bEʃe,m
bEʃœʁ,m
bEko,m
bEkOtœʁ,m
bEke,f
bEkɛ,m
bɛkət1s,f
bEkt1s,f
bədɛn,f
bEdan,m
bEde,f
bəd2,m
bEdw3,m
biftɛk,m
bEfʁwa,m
bEgEm1,m
bEgOnja,m
bEgœl,f
bEgœləʁi,f
bEg3,m
bEginaʒ,m
bEgin,f
bEginøz,f
bEgɔm,f
bEɛm,f
bEEmɔt,m
bɛɲ,f
bEʒon,m
bEl1f1,m
bɛləm1,m
bəlɛt,f
bɛlʒik3,m
bɛlʒik,f
bElje,m
bElinOgʁam,m
bElitʁ,m
bEladɔn,f
bElatʁ,m
bɛllyʁɛt,f
bɛlavwaʁ,f
bɛldɔʃ,f
bɛlmam1,f
bɛlmɛʁ,f
bɛlsœʁ,f
bɛl,f
bɛldəʒuʁ,f
bɛldənɥi,f
bɛllɛtʁ,f
bEliʒEʁ1s,f
bEliʒEʁ1,m
bEliʒEʁ1t,f
bElɥɛʁ,m
bəl2,f
bəlɔt,f
bəlOtœʁ,m
bEluga,m
bɛlvEdɛʁ,m
bEmɔl,m
bEnaʁ,m
bEnEdisite,m
bEnEdikt3,m
bEnEdiktin,f
bEnEdiksj2,f
bEnEdiktus,m
bEnɛf,m
bEnEfis,m
bEnEvOla,m
bEnEvOl1s,f
b3galɛ,m
bEniɲite,f
bEnisøz,f
bEnitje,m
bənwat,f
bEnuz,m
b3zEdʁin,f
b3zɛn,m
b3zidin,f
b3zin,f
b3zOat,m
b3zOdjazEpin,f
b3zOnaftɔl,m
bEOsj3,m
bEOsjɛn,f
bEkij,f
bɛʁ,m
bɛʁkaj,m
bɛʁs,f
bɛʁso,m
bɛʁsəlOnɛt,f
bɛʁsəm1,m
bɛʁsøz,f
bEʁdujɛt,f
bEʁɛ,m
bEʁEzina,f
bɛʁg,m
bɛʁgamask,f
bɛʁgamɔt,f
bɛʁʒe,m
bɛʁʒɛʁ,f
bɛʁʒəʁOnɛt,f
bEʁibEʁi,m
bɛʁl,f
bɛʁlin,f
bɛʁlinwaz,f
bɛʁlɔk,f
bɛʁlyʁ,f
bɛʁmyda,m
bɛʁnaʃ,f
bɛʁnaʁdin,f
bɛʁnikl,f
bɛʁnwa,m
bɛʁnwaz,f
bɛʁsaglije,m
bɛʁta,f
bEʁyljɛn,f
bEʁil,m
bEʁiljɔm,m
bɛʁz3g,f
bəzas,f
bəzEgy,f
bəz1,m
bEziklaʁ,m
#DEF#,f
bEzig,m
bəzɔɲ,f
bəzOɲø,m
bEs2,m
bɛstɔf,m
bɛstsElœʁ,m
bEstjɛʁ,m
bEstjalite,f
bEstjas,f
bEstjo,m
bEstjɔl,f
bEta,m
bEtaj,m
bEtajɛʁ,f
bEtas,f
bEtatʁ2,m
bɛt,f
bEtɛl,m
bEtiz,f
bEtizje,m
bEtwan,f
bEt2,m
bEtOnaʒ,m
bEtOnœʁ,m
bEtOnøz,f
bEtOnjɛʁ,f
bEtəʁav,f
bEtəʁavje,m
bEtiŋ,m
bØgl1,m
bØgl1t,f
bœgləm1,m
bØʁaʒ,m
bØʁe,m
bØʁje,m
bØvəʁi,f
bEvy,f
bɛ,m
bEzOaʁ,m
bjafʁɛ,m
bjɛzəm1,m
biatl2,m
bib,m
bibaʁ,m
bibəlo,m
bib3dɔm,m
bibəʁOnœʁ,m
bibin,f
bibit,f
biblijObys,m
biblijOgʁafi,f
biblijOfili,f
biblijOtɛk,f
bikaʁbOnat,m
bisEfali,f
biʃɛt,f
biʃ2,m
biklu,m
bikɔk,f
bikɔʁn,m
biko,m
bisikl,m
bisiklɛt,f
bid,m
bidɛ,m
bid2,m
bidOnaʒ,m
bidujaʒ,m
biduj,f
bjɛf,m
bjɛl,f
bj3nEme,m
bj3nɛtʁ,m
bj3f2,m
bj3m1ʒe,m
bj3p1s1,m
bj3,m
bj3fəz1s,f
bj3fɛ,m
bj3fEtʁis,f
bj3nØʁøz,f
bj3nØʁø,m
bjEnal,f
bj3sE1s,f
bj3vEj1s,f
bj3vəny,m
bj3vəny,f
bjɛʁ,f
bif,m
bifas,m
bif,f
bifət2,m
bif3,m
bigb1d,m
bigaj,f
bigam,m
bigami,f
bigaʁo,m
bigaʁyʁ,f
bigɔʁn,m
bigl,m
bigløz,f
biɲ,f
biɲ2,m
biɲɔn,f
biɲOɲa,m
bigOfɔn,m
bigɔʁn,f
bigɔʁno,m
bigɔt,f
bigɔtəʁi,f
bigudi,m
big,f
bigin,f
biOʁo,m
biʒu,m
biʒutje,m
biʒutjɛʁ,f
bil1,m
bilbɛʁʒja,f
bilbOkɛ,m
bil,f
bilaʁzjoz,f
bil3gɥizm,m
biliʁybin,f
bijaʁ,m
bij,f
bijɛ,m
bijɛt,f
bijEtəʁi,f
biləvəze,f
bilj2,m
bij2,m
bimɛstʁ,m
bimEtalizm,m
bimOtœʁ,m
bins,m
binɛʁ,f
binEsim2,m
binju,m
binɔkl,m
binom,m
bintʃ,f
bjOʃimi,f
bjOdivɛʁsite,f
bjOgʁafi,f
bjOlOʒi,f
bjOlyminEs1s,f
bjOmas,f
bjOmEkanik,f
bjomEkanizm,m
bjOmEtʁi,f
bjOmEtʁik,f
bjOnik,f
bjOfizik,f
bjOpsi,f
bjOʁitm,m
bjOsfɛʁ,f
bjOtEknik,f
bjotEknOlOʒi,f
bjOtit,f
bjotɔp,m
bjOksid,m
bipbip,m
bipaʁtizm,m
bifEnil,m
bipl1,m
bipOlaʁite,f
bik,f
bikɛ,m
bikɛt,f
biʁʃe,m
biʁ,f
biʁEfʁ3ʒ1s,f
biʁibi,m
biʁm1,m
biʁman,f
biʁut,f
bœʁsk2tʁol,m
bizajœl,m
bizajœl,f
bisbij,f
biskaj3,m
biʃɔf,m
biskOto,m
biskɥitəʁi,f
bizo,m
biznɛs,m
bizɛ,m
bizɛt,f
bisEksɥalite,f
biʃɔp,m
bismyt,m
biz2,m
bizuEklɛʁ,m
bisak,m
bisɛl,m
bistɔʁt,f
bistuj,f
bistukɛt,f
bistuʁi,m
bistʁ,m
bistʁo,m
bistʁOkɛ,m
bistʁɔt,f
bistʁOtje,m
bistʁOtjɛʁ,f
bistʁuj,f
bisylfit,m
bit,m
bit,f
bitinj3,m
bitOnjo,m
bitOs,m
bitɛʁ,m
bitym,m
bityʁ,f
bityʁ3,m
bivalv,m
bivwak,m
bizytaʒ,m
bizytœʁ,m
blabla,m
blablatœʁ,m
blakbas,m
blakdʒak,m
blakaut,m
blak,m
blag,f
blagøz,f
blEʁo,m
blEzwa,m
blam,m
bl1s3,m
bl1ʃ,f
bl1ʃəm1,m
bl1ʃɛ,m
bl1ʃim1,m
bl1ʃisəm1,m
bl1ʃisøz,f
bl1ʃwam1,m
bl1dis,f
bl1k,f
blasfEmatœʁ,m
blastyla,f
blat,f
blazɛʁ,m
ble,m
blɛd,m
blEdaʁ,m
blEni,f
blEnOʁaʒi,f
blEfaʁit,f
blɛzəm1,m
blEse,m
blEse,f
blEsiŋ,m
blEsyʁ,f
blEtisəm1,m
blønwaʁ,m
blØʁwa,m
blø,m
blØbit,m
blØɛ,m
blØɛt,f
blØzaj,f
blijo,m
bl3daʒ,m
bl3de,m
blitskʁik,m
blizaʁ,m
blɔb,m
blɔksil3dʁ,m
blɔkmOtœʁ,m
blɔknɔt,m
blOkaʒ,m
blOkaj,f
blOkos,m
blOkys,m
bl2,m
bl2d,f
bl2d3,m
blum,m
blumœʁ,m
blOkœʁ,m
blOtisəm1,m
bluz,f
bluz2,m
blunɔt,f
bludʒin,m
bluz,m
blyɛ,m
blyɛt,f
blœf,m
blØfœʁ,m
blØføz,f
blœʃ,m
blytwaʁ,m
bɔtpipɔl,m
bObaʁ,m
bObi,m
bObɛʃ,f
bObinaʒ,m
bObinaʁ,m
bObin,f
bObino,m
bObinɛt,f
bObinøz,f
bobo,m
bObɔn,f
bɔbslɛg,m
bɔk,m
bOkaʒ,m
bOkal,m
bOkaʁ,m
bOʃim1,m
bOks2,m
bOdEga,f
bOdi,f
bOdizatva,m
bOdo,m
bOdibildiŋ,m
bOɛt,f
bœf,m
bOgi,m
bOgɛj,m
bOgOmil,m
bOgɛ,m
bOEmj3,m
bOEmjɛn,f
bwaʁ,m
bwa,m
bwazəʁi,f
bwazœʁ,m
bwaso,m
bwasəlje,m
bwatəm1,m
bwatəʁi,f
bwatʁəpa,f
bwatø,m
bwatje,m
bwatijəm1,m
bOla,f
bɔldo,m
bɔldyk,m
bOle,f
bOlEʁo,m
bɔlʒ,f
bOlid,m
bOlivaʁ,m
bOlivj3,m
bOlivjɛn,f
bOlOɲɛz,f
bOlOnɛz,f
b2baʒ,m
b2baʁdje,m
b2baʁd2,m
b2b,f
b2bəm1,m
b2btɛst,f
b2bœʁ,m
b2bijəm1,m
b2binɛt,f
b2bɔn,f
b2biks,m
bom,f
b2kado,m
b2papa,m
b2,m
bOnas,f
bOnasəʁi,f
b2b2,m
b2bOnjɛʁ,f
b2daʒ,m
b2djØzaʁ,m
b2djøzəʁi,f
b2dʁe,f
b2go,m
bOnœʁdyʒuʁ,m
bOnœʁ,m
bOnOmi,f
bOnɔm,m
bOni,m
bOniʃ,f
bOnifikasj2,f
bOnim1,m
b2ʒuʁ,m
bɔnəmam1,f
bOnɛ,m
bOnəto,m
bOnEtəʁi,f
bɔnətœʁ,m
bOnɛt,f
b2kʁEtj3,m
b2nzaj,m
b2te,f
b2z,m
bugiwugi,m
buk,m
bumœʁ,m
butlEgœʁ,m
#DEF#,m
bɔp,m
bOkəto,m
bOkij2,m
bOʁaks,m
bɔʁbOʁigm,m
bɔʁtʃ,m
bɔʁdaʒ,m
bɔʁd,f
bɔʁde,m
bɔʁdo,m
bɔʁde,f
bɔʁdɛl,m
bɔʁdəlɛ,m
bɔʁdəlɛz,f
bɔʁdəljɛʁ,f
bɔʁdəʁo,m
bɔʁdəʁi,f
bɔʁdɛʁlin,m
bɔʁdij,f
bɔʁdʒ,m
bOʁe,f
bOʁi,f
bɔʁnaʒ,m
bɔʁnf2tɛn,f
bɔʁn,f
bOʁo,m
bɔʁsalino,m
bOsko,m
bOskup,f
bOskɛ,m
bɔs,m
bOsanOva,f
bOsaʒ,m
bɔs,f
bOsɛləm1,m
bOsəlyʁ,f
bOsœʁ,m
bOs2,m
bOsy,m
bOstɔn,m
bOstOnj3,m
bOtanik,f
bɔt,f
bOte,m
bOtœʁ,m
bOtisEljɛn,f
botje,m
bOtij2,m
bOt3,m
bOtin,f
bOtylizm,m
bukanəʁi,f
bukanje,m
buʃaʒ,m
buʃaʁd,f
buʃabuʃ,m
buʃaOʁɛj,m
buʃtʁu,m
buʃ,f
buʃe,f
buʃe,m
buʃɛʁ,f
buʃo,m
buʃOtœʁ,m
buʃyʁ,f
bukl,f
budəʁi,f
budœʁ,m
budøz,f
bud3,m
budin,f
budwaʁ,m
bu,f
bwe,f
bwœʁ,m
buf1,m
bufe,f
bufət1s,f
