Form,Predicted Gender,True Gender,Class Probabilities,Set,Run
aʒu,m,m,"[('u', {'f': 0.34804806113243103, 'm': 0.6519519090652466}), ('ʒ', {'f': 0.14887146651744843, 'm': 0.8511285185813904}), ('a', {'f': 0.49179914593696594, 'm': 0.5082008838653564})]",test,1
m1g,m,f,"[('g', {'f': 0.5760663747787476, 'm': 0.42393362522125244}), ('1', {'f': 0.3300751745700836, 'm': 0.669924795627594}), ('m', {'f': 0.46267494559288025, 'm': 0.5373251438140869})]",test,1
faʁ,f,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('a', {'f': 0.35718557238578796, 'm': 0.6428143978118896}), ('f', {'f': 0.5394989848136902, 'm': 0.4605010449886322})]",test,1
tɛʁ,m,f,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('ɛ', {'f': 0.07034147530794144, 'm': 0.9296584725379944}), ('t', {'f': 0.09766149520874023, 'm': 0.9023385047912598})]",test,1
ʁym,f,m,"[('m', {'f': 0.8211426138877869, 'm': 0.17885740101337433}), ('y', {'f': 0.830469012260437, 'm': 0.16953104734420776}), ('ʁ', {'f': 0.6201156377792358, 'm': 0.37988436222076416})]",test,1
ʁav,f,f,"[('v', {'f': 0.7047009468078613, 'm': 0.2952989935874939}), ('a', {'f': 0.7845786809921265, 'm': 0.21542128920555115}), ('ʁ', {'f': 0.5736684203147888, 'm': 0.426331490278244})]",test,1
plɛ,m,f,"[('ɛ', {'f': 0.5091705918312073, 'm': 0.49082937836647034}), ('l', {'f': 0.38715070486068726, 'm': 0.6128492951393127}), ('p', {'f': 0.055828697979450226, 'm': 0.9441713094711304})]",test,1
akt,f,m,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('k', {'f': 0.4518283009529114, 'm': 0.5481716394424438}), ('a', {'f': 0.5117337703704834, 'm': 0.4882661700248718})]",test,1
1vi,m,f,"[('i', {'f': 0.33074721693992615, 'm': 0.6692528128623962}), ('v', {'f': 0.4443001449108124, 'm': 0.5556998252868652}), ('1', {'f': 0.1576245278120041, 'm': 0.8423755168914795})]",test,1
lɛʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('ɛ', {'f': 0.07034147530794144, 'm': 0.9296584725379944}), ('l', {'f': 0.3407074809074402, 'm': 0.6592925190925598})]",test,1
lɔʒ,f,f,"[('ʒ', {'f': 0.4816107153892517, 'm': 0.5183892846107483}), ('ɔ', {'f': 0.6156265735626221, 'm': 0.38437336683273315}), ('l', {'f': 0.7356289029121399, 'm': 0.2643710970878601})]",test,1
fin,f,f,"[('n', {'f': 0.47727325558662415, 'm': 0.5227266550064087}), ('i', {'f': 0.467082142829895, 'm': 0.532917857170105}), ('f', {'f': 0.6753969788551331, 'm': 0.32460305094718933})]",test,1
pl3,m,m,"[('3', {'f': 0.20436733961105347, 'm': 0.7956326603889465}), ('l', {'f': 0.007227722089737654, 'm': 0.9927722811698914}), ('p', {'f': 0.006539825350046158, 'm': 0.9934601783752441})]",test,1
tif,m,m,"[('f', {'f': 0.6822288036346436, 'm': 0.3177712559700012}), ('i', {'f': 0.4259222745895386, 'm': 0.5740777254104614}), ('t', {'f': 0.10854256898164749, 'm': 0.8914574384689331})]",test,1
kon,m,m,"[('n', {'f': 0.47727325558662415, 'm': 0.5227266550064087}), ('o', {'f': 0.449899286031723, 'm': 0.5501007437705994}), ('k', {'f': 0.20490404963493347, 'm': 0.7950960397720337})]",test,1
kil,f,m,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('i', {'f': 0.3320120871067047, 'm': 0.6679878830909729}), ('k', {'f': 0.5288553833961487, 'm': 0.4711446166038513})]",test,1
kʁy,m,f,"[('y', {'f': 0.3603377044200897, 'm': 0.6396622657775879}), ('ʁ', {'f': 0.39156535267829895, 'm': 0.6084346771240234}), ('k', {'f': 0.2470211535692215, 'm': 0.7529788017272949})]",test,1
paʁ,m,f,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('a', {'f': 0.35718557238578796, 'm': 0.6428143978118896}), ('p', {'f': 0.12870901823043823, 'm': 0.871290922164917})]",test,1
møl,m,f,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('ø', {'f': 0.44327396154403687, 'm': 0.5567259788513184}), ('m', {'f': 0.32317042350769043, 'm': 0.6768296360969543})]",test,1
kuʁ,m,f,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('u', {'f': 0.1353200227022171, 'm': 0.8646799921989441}), ('k', {'f': 0.05868377909064293, 'm': 0.9413161873817444})]",test,1
kœf,f,f,"[('f', {'f': 0.6822288036346436, 'm': 0.3177712559700012}), ('œ', {'f': 0.65045166015625, 'm': 0.3495483100414276}), ('k', {'f': 0.643096923828125, 'm': 0.3569031059741974})]",test,1
k2t,f,m,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('2', {'f': 0.7171199917793274, 'm': 0.2828800082206726}), ('k', {'f': 0.6074867248535156, 'm': 0.392513245344162})]",test,1
1s1,m,m,"[('1', {'f': 0.172069251537323, 'm': 0.8279306888580322}), ('s', {'f': 0.07642017304897308, 'm': 0.9235798716545105}), ('1', {'f': 0.006194797810167074, 'm': 0.9938051700592041})]",test,1
asm,m,m,"[('m', {'f': 0.8211426138877869, 'm': 0.17885740101337433}), ('s', {'f': 0.3954910635948181, 'm': 0.6045089960098267}), ('a', {'f': 0.44634315371513367, 'm': 0.5536568760871887})]",test,1
ʁif,m,m,"[('f', {'f': 0.6822288036346436, 'm': 0.3177712559700012}), ('i', {'f': 0.4259222745895386, 'm': 0.5740777254104614}), ('ʁ', {'f': 0.3615453541278839, 'm': 0.6384546160697937})]",test,1
ʃif,m,f,"[('f', {'f': 0.6822288036346436, 'm': 0.3177712559700012}), ('i', {'f': 0.4259222745895386, 'm': 0.5740777254104614}), ('ʃ', {'f': 0.14789685606956482, 'm': 0.8521031737327576})]",test,1
dʁa,f,m,"[('a', {'f': 0.37908217310905457, 'm': 0.620917797088623}), ('ʁ', {'f': 0.09893214702606201, 'm': 0.9010677933692932}), ('d', {'f': 0.5978637933731079, 'm': 0.4021362066268921})]",test,1
vis,f,m,"[('s', {'f': 0.6932231783866882, 'm': 0.3067767918109894}), ('i', {'f': 0.8149094581604004, 'm': 0.18509049713611603}), ('v', {'f': 0.8235904574394226, 'm': 0.17640958726406097})]",test,1
vɔg,m,f,"[('g', {'f': 0.5760663747787476, 'm': 0.42393362522125244}), ('ɔ', {'f': 0.22398588061332703, 'm': 0.7760141491889954}), ('v', {'f': 0.3944425582885742, 'm': 0.6055574417114258})]",test,1
1bl,f,m,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('b', {'f': 0.552692174911499, 'm': 0.4473077952861786}), ('1', {'f': 0.8571401834487915, 'm': 0.14285986125469208})]",test,1
1bʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('b', {'f': 0.3324294686317444, 'm': 0.6675705313682556}), ('1', {'f': 0.4652625024318695, 'm': 0.5347374081611633})]",test,1
nɔt,f,f,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('ɔ', {'f': 0.6702056527137756, 'm': 0.32979437708854675}), ('n', {'f': 0.8021551966667175, 'm': 0.19784480333328247})]",test,1
2de,f,f,"[('e', {'f': 0.34938544034957886, 'm': 0.6506145596504211}), ('d', {'f': 0.1380801796913147, 'm': 0.8619198203086853}), ('2', {'f': 0.5520467162132263, 'm': 0.44795334339141846})]",test,1
gut,f,f,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('u', {'f': 0.4466956853866577, 'm': 0.5533043146133423}), ('g', {'f': 0.7067263126373291, 'm': 0.2932737469673157})]",test,1
van,f,m,"[('n', {'f': 0.47727325558662415, 'm': 0.5227266550064087}), ('a', {'f': 0.700627863407135, 'm': 0.29937219619750977}), ('v', {'f': 0.9382776021957397, 'm': 0.06172240898013115})]",test,1
lɔb,m,m,"[('b', {'f': 0.5366595387458801, 'm': 0.46334052085876465}), ('ɔ', {'f': 0.20590662956237793, 'm': 0.7940933704376221}), ('l', {'f': 0.054638881236314774, 'm': 0.9453611373901367})]",test,1
tɔk,m,f,"[('k', {'f': 0.3515477180480957, 'm': 0.6484522819519043}), ('ɔ', {'f': 0.1817789524793625, 'm': 0.8182210922241211}), ('t', {'f': 0.11969190835952759, 'm': 0.8803080916404724})]",test,1
kal,f,f,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('a', {'f': 0.6868637800216675, 'm': 0.3131362795829773}), ('k', {'f': 0.676487386226654, 'm': 0.32351258397102356})]",test,1
ɔʁg,f,m,"[('g', {'f': 0.5760663747787476, 'm': 0.42393362522125244}), ('ʁ', {'f': 0.6434859037399292, 'm': 0.35651418566703796}), ('ɔ', {'f': 0.6839451193809509, 'm': 0.3160548806190491})]",test,1
pjø,m,m,"[('ø', {'f': 0.21323572099208832, 'm': 0.7867642641067505}), ('j', {'f': 0.00717858737334609, 'm': 0.9928213953971863}), ('p', {'f': 0.003932157531380653, 'm': 0.9960677623748779})]",test,1
kul,f,f,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('u', {'f': 0.6747438907623291, 'm': 0.3252560794353485}), ('k', {'f': 0.7690138220787048, 'm': 0.23098616302013397})]",test,1
n2s,m,m,"[('s', {'f': 0.6932231783866882, 'm': 0.3067767918109894}), ('2', {'f': 0.7761585116386414, 'm': 0.22384142875671387}), ('n', {'f': 0.34614619612693787, 'm': 0.6538537740707397})]",test,1
an2,m,m,"[('2', {'f': 0.36410945653915405, 'm': 0.635890543460846}), ('n', {'f': 0.02676919475197792, 'm': 0.97323077917099}), ('a', {'f': 0.002009207848459482, 'm': 0.9979908466339111})]",test,1
ɛgʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('g', {'f': 0.6395546793937683, 'm': 0.3604453504085541}), ('ɛ', {'f': 0.15120695531368256, 'm': 0.8487930297851562})]",test,1
paʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('a', {'f': 0.35718557238578796, 'm': 0.6428143978118896}), ('p', {'f': 0.12870901823043823, 'm': 0.871290922164917})]",test,1
biz,f,f,"[('z', {'f': 0.13598473370075226, 'm': 0.8640152215957642}), ('i', {'f': 0.6475029587745667, 'm': 0.35249704122543335}), ('b', {'f': 0.8447397947311401, 'm': 0.15526024997234344})]",test,1
byl,f,m,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('y', {'f': 0.8023668527603149, 'm': 0.19763314723968506}), ('b', {'f': 0.6663084626197815, 'm': 0.3336915373802185})]",test,1
bɛl,f,m,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('ɛ', {'f': 0.6111962199211121, 'm': 0.38880378007888794}), ('b', {'f': 0.9012482762336731, 'm': 0.09875175356864929})]",test,1
aj2,m,m,"[('2', {'f': 0.36410945653915405, 'm': 0.635890543460846}), ('j', {'f': 0.0028195115737617016, 'm': 0.9971804618835449}), ('a', {'f': 0.00026729339151643217, 'm': 0.9997326731681824})]",test,1
bl1,m,m,"[('1', {'f': 0.172069251537323, 'm': 0.8279306888580322}), ('l', {'f': 0.2988320589065552, 'm': 0.7011679410934448}), ('b', {'f': 0.056194379925727844, 'm': 0.9438056945800781})]",test,1
guʒ,f,f,"[('ʒ', {'f': 0.4816107153892517, 'm': 0.5183892846107483}), ('u', {'f': 0.3716107904911041, 'm': 0.6283891797065735}), ('g', {'f': 0.5648720264434814, 'm': 0.43512797355651855})]",test,1
ʃlø,m,m,"[('ø', {'f': 0.21323572099208832, 'm': 0.7867642641067505}), ('l', {'f': 0.09904751181602478, 'm': 0.9009524583816528}), ('ʃ', {'f': 0.011359519325196743, 'm': 0.988640546798706})]",test,1
l3f,m,f,"[('f', {'f': 0.6822288036346436, 'm': 0.3177712559700012}), ('3', {'f': 0.510410726070404, 'm': 0.4895893633365631}), ('l', {'f': 0.16652359068393707, 'm': 0.8334763646125793})]",test,1
kyʁ,m,f,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('y', {'f': 0.7151128053665161, 'm': 0.2848871946334839}), ('k', {'f': 0.3892273008823395, 'm': 0.6107727289199829})]",test,1
gɛn,f,f,"[('n', {'f': 0.47727325558662415, 'm': 0.5227266550064087}), ('ɛ', {'f': 0.38053208589553833, 'm': 0.6194679141044617}), ('g', {'f': 0.9809361696243286, 'm': 0.01906379871070385})]",test,1
3f1,m,m,"[('1', {'f': 0.172069251537323, 'm': 0.8279306888580322}), ('f', {'f': 0.10368690639734268, 'm': 0.8963131308555603}), ('3', {'f': 0.02900642715394497, 'm': 0.9709936380386353})]",test,1
fwɛ,m,m,"[('ɛ', {'f': 0.5091705918312073, 'm': 0.49082937836647034}), ('w', {'f': 0.25937965512275696, 'm': 0.7406203150749207}), ('f', {'f': 0.03620347008109093, 'm': 0.9637964963912964})]",test,1
ʃas,f,f,"[('s', {'f': 0.6932231783866882, 'm': 0.3067767918109894}), ('a', {'f': 0.9186072945594788, 'm': 0.08139272779226303}), ('ʃ', {'f': 0.7168388962745667, 'm': 0.28316113352775574})]",test,1
pɔʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('ɔ', {'f': 0.5499027967453003, 'm': 0.4500972032546997}), ('p', {'f': 0.21635134518146515, 'm': 0.783648669719696})]",test,1
bœʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('œ', {'f': 0.18776161968708038, 'm': 0.8122383952140808}), ('b', {'f': 0.22254638373851776, 'm': 0.777453601360321})]",test,1
kap,m,m,"[('p', {'f': 0.42696815729141235, 'm': 0.5730318427085876}), ('a', {'f': 0.38472050428390503, 'm': 0.6152794361114502}), ('k', {'f': 0.26233428716659546, 'm': 0.7376656532287598})]",test,1
blo,m,m,"[('o', {'f': 0.6365405917167664, 'm': 0.36345937848091125}), ('l', {'f': 0.11213257163763046, 'm': 0.8878674507141113}), ('b', {'f': 0.009378798305988312, 'm': 0.9906212091445923})]",test,1
lat,m,f,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('a', {'f': 0.8013238310813904, 'm': 0.19867616891860962}), ('l', {'f': 0.4540064334869385, 'm': 0.5459936261177063})]",test,1
byt,f,m,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('y', {'f': 0.5683152675628662, 'm': 0.43168479204177856}), ('b', {'f': 0.6720948219299316, 'm': 0.32790523767471313})]",test,1
nwa,m,f,"[('a', {'f': 0.37908217310905457, 'm': 0.620917797088623}), ('w', {'f': 0.15992003679275513, 'm': 0.8400799036026001}), ('n', {'f': 0.22362320125102997, 'm': 0.7763768434524536})]",test,1
dyk,m,m,"[('k', {'f': 0.3515477180480957, 'm': 0.6484522819519043}), ('y', {'f': 0.22743111848831177, 'm': 0.7725688219070435}), ('d', {'f': 0.0487176813185215, 'm': 0.9512823224067688})]",test,1
naʒ,m,f,"[('ʒ', {'f': 0.4816107153892517, 'm': 0.5183892846107483}), ('a', {'f': 0.5652039647102356, 'm': 0.434796005487442}), ('n', {'f': 0.34500059485435486, 'm': 0.6549994349479675})]",test,1
mak,m,f,"[('k', {'f': 0.3515477180480957, 'm': 0.6484522819519043}), ('a', {'f': 0.22366832196712494, 'm': 0.7763317227363586}), ('m', {'f': 0.38960206508636475, 'm': 0.61039799451828})]",test,1
bɛk,m,m,"[('k', {'f': 0.3515477180480957, 'm': 0.6484522819519043}), ('ɛ', {'f': 0.41232308745384216, 'm': 0.5876768827438354}), ('b', {'f': 0.267076313495636, 'm': 0.732923686504364})]",test,1
ane,f,f,"[('e', {'f': 0.34938544034957886, 'm': 0.6506145596504211}), ('n', {'f': 0.14103366434574127, 'm': 0.8589662909507751}), ('a', {'f': 0.6981657147407532, 'm': 0.30183419585227966})]",test,1
l1p,f,f,"[('p', {'f': 0.42696815729141235, 'm': 0.5730318427085876}), ('1', {'f': 0.35831961035728455, 'm': 0.6416803598403931}), ('l', {'f': 0.6370560526847839, 'm': 0.36294397711753845})]",test,1
wat,m,m,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('a', {'f': 0.8013238310813904, 'm': 0.19867616891860962}), ('w', {'f': 0.3097195327281952, 'm': 0.6902804970741272})]",test,1
g3ʃ,f,m,"[('ʃ', {'f': 0.5961825251579285, 'm': 0.40381744503974915}), ('3', {'f': 0.9601020812988281, 'm': 0.03989793360233307}), ('g', {'f': 0.9717262983322144, 'm': 0.02827375754714012})]",test,1
tyf,m,m,"[('f', {'f': 0.6822288036346436, 'm': 0.3177712559700012}), ('y', {'f': 0.4175780117511749, 'm': 0.5824219584465027}), ('t', {'f': 0.06858204305171967, 'm': 0.9314179420471191})]",test,1
kit,f,m,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('i', {'f': 0.28550922870635986, 'm': 0.7144908308982849}), ('k', {'f': 0.5684329867362976, 'm': 0.4315670430660248})]",test,1
1gl,f,m,"[('l', {'f': 0.449493408203125, 'm': 0.5505066514015198}), ('g', {'f': 0.6830288767814636, 'm': 0.31697118282318115}), ('1', {'f': 0.6251093149185181, 'm': 0.37489068508148193})]",test,1
buʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('u', {'f': 0.1353200227022171, 'm': 0.8646799921989441}), ('b', {'f': 0.06125612556934357, 'm': 0.9387438893318176})]",test,1
f1t,f,f,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('1', {'f': 0.683985710144043, 'm': 0.31601426005363464}), ('f', {'f': 0.8269309997558594, 'm': 0.17306897044181824})]",test,1
syk,m,m,"[('k', {'f': 0.3515477180480957, 'm': 0.6484522819519043}), ('y', {'f': 0.22743111848831177, 'm': 0.7725688219070435}), ('s', {'f': 0.17992542684078217, 'm': 0.8200746178627014})]",test,1
g1g,m,f,"[('g', {'f': 0.5760663747787476, 'm': 0.42393362522125244}), ('1', {'f': 0.3300751745700836, 'm': 0.669924795627594}), ('g', {'f': 0.23636795580387115, 'm': 0.76363205909729})]",test,1
daʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('a', {'f': 0.35718557238578796, 'm': 0.6428143978118896}), ('d', {'f': 0.20778116583824158, 'm': 0.7922188639640808})]",test,1
buf,m,f,"[('f', {'f': 0.6822288036346436, 'm': 0.3177712559700012}), ('u', {'f': 0.33124035596847534, 'm': 0.6687596440315247}), ('b', {'f': 0.4980485737323761, 'm': 0.5019513964653015})]",test,1
kos,m,m,"[('s', {'f': 0.6932231783866882, 'm': 0.3067767918109894}), ('o', {'f': 0.7840797901153564, 'm': 0.21592020988464355}), ('k', {'f': 0.3968695402145386, 'm': 0.6031304597854614})]",test,1
dwa,m,m,"[('a', {'f': 0.37908217310905457, 'm': 0.620917797088623}), ('w', {'f': 0.15992003679275513, 'm': 0.8400799036026001}), ('d', {'f': 0.07579555362462997, 'm': 0.924204409122467})]",test,1
ʁak,m,m,"[('k', {'f': 0.3515477180480957, 'm': 0.6484522819519043}), ('a', {'f': 0.22366832196712494, 'm': 0.7763317227363586}), ('ʁ', {'f': 0.13386715948581696, 'm': 0.866132915019989})]",test,1
ʒw3,m,m,"[('3', {'f': 0.20436733961105347, 'm': 0.7956326603889465}), ('w', {'f': 0.019179988652467728, 'm': 0.9808200001716614}), ('ʒ', {'f': 0.004912706092000008, 'm': 0.9950873255729675})]",test,1
mim,f,m,"[('m', {'f': 0.8211426138877869, 'm': 0.17885740101337433}), ('i', {'f': 0.5630927085876465, 'm': 0.4369073510169983}), ('m', {'f': 0.5528347492218018, 'm': 0.44716525077819824})]",test,1
ʒyp,m,f,"[('p', {'f': 0.42696815729141235, 'm': 0.5730318427085876}), ('y', {'f': 0.30909350514411926, 'm': 0.6909064650535583}), ('ʒ', {'f': 0.4537461996078491, 'm': 0.5462537407875061})]",test,1
kyb,m,m,"[('b', {'f': 0.5366595387458801, 'm': 0.46334052085876465}), ('y', {'f': 0.2393956035375595, 'm': 0.7606043219566345}), ('k', {'f': 0.2227802872657776, 'm': 0.7772197127342224})]",test,1
gʁ1,m,m,"[('1', {'f': 0.172069251537323, 'm': 0.8279306888580322}), ('ʁ', {'f': 0.0732029527425766, 'm': 0.926797091960907}), ('g', {'f': 0.007931451313197613, 'm': 0.9920685291290283})]",test,1
gɔn,f,m,"[('n', {'f': 0.47727325558662415, 'm': 0.5227266550064087}), ('ɔ', {'f': 0.5234766602516174, 'm': 0.47652336955070496}), ('g', {'f': 0.9192880392074585, 'm': 0.08071199059486389})]",test,1
k2b,m,f,"[('b', {'f': 0.5366595387458801, 'm': 0.46334052085876465}), ('2', {'f': 0.7561741471290588, 'm': 0.24382588267326355}), ('k', {'f': 0.4193083941936493, 'm': 0.5806915760040283})]",test,1
wɛd,m,m,"[('d', {'f': 0.49400484561920166, 'm': 0.5059952139854431}), ('ɛ', {'f': 0.4109618663787842, 'm': 0.589038074016571}), ('w', {'f': 0.22484885156154633, 'm': 0.7751511335372925})]",test,1
fij,f,f,"[('j', {'f': 0.05953369662165642, 'm': 0.9404663443565369}), ('i', {'f': 0.8507251739501953, 'm': 0.14927484095096588}), ('f', {'f': 0.9759016036987305, 'm': 0.024098385125398636})]",test,1
baʁ,m,f,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('a', {'f': 0.35718557238578796, 'm': 0.6428143978118896}), ('b', {'f': 0.08971431106328964, 'm': 0.9102857112884521})]",test,1
giʃ,f,f,"[('ʃ', {'f': 0.5961825251579285, 'm': 0.40381744503974915}), ('i', {'f': 0.8824535012245178, 'm': 0.11754657328128815}), ('g', {'f': 0.9513880014419556, 'm': 0.04861193150281906})]",test,1
taʁ,m,m,"[('ʁ', {'f': 0.4638349711894989, 'm': 0.5361650586128235}), ('a', {'f': 0.35718557238578796, 'm': 0.6428143978118896}), ('t', {'f': 0.1263454705476761, 'm': 0.8736545443534851})]",test,1
l1ʒ,f,m,"[('ʒ', {'f': 0.4816107153892517, 'm': 0.5183892846107483}), ('1', {'f': 0.5161173343658447, 'm': 0.4838826656341553}), ('l', {'f': 0.8424880504608154, 'm': 0.157511904835701})]",test,1
dat,f,f,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('a', {'f': 0.8013238310813904, 'm': 0.19867616891860962}), ('d', {'f': 0.7997066974639893, 'm': 0.20029331743717194})]",test,1
kœm,f,m,"[('m', {'f': 0.8211426138877869, 'm': 0.17885740101337433}), ('œ', {'f': 0.5173625349998474, 'm': 0.482637494802475}), ('k', {'f': 0.5711257457733154, 'm': 0.42887428402900696})]",test,1
mis,f,f,"[('s', {'f': 0.6932231783866882, 'm': 0.3067767918109894}), ('i', {'f': 0.8149094581604004, 'm': 0.18509049713611603}), ('m', {'f': 0.7286070585250854, 'm': 0.27139294147491455})]",test,1
awz,f,f,"[('z', {'f': 0.13598473370075226, 'm': 0.8640152215957642}), ('w', {'f': 0.44238466024398804, 'm': 0.557615339756012}), ('a', {'f': 0.869597315788269, 'm': 0.13040265440940857})]",test,1
t2t,f,f,"[('t', {'f': 0.6553521156311035, 'm': 0.3446478545665741}), ('2', {'f': 0.7171199917793274, 'm': 0.2828800082206726}), ('t', {'f': 0.66176837682724, 'm': 0.33823156356811523})]",test,1
ʃɛʃ,f,m,"[('ʃ', {'f': 0.5961825251579285, 'm': 0.40381744503974915}), ('ɛ', {'f': 0.8788606524467468, 'm': 0.12113936245441437}), ('ʃ', {'f': 0.9772050976753235, 'm': 0.022794857621192932})]",test,1
kw3,m,m,"[('3', {'f': 0.20436733961105347, 'm': 0.7956326603889465}), ('w', {'f': 0.019179988652467728, 'm': 0.9808200001716614}), ('k', {'f': 0.004746688529849052, 'm': 0.995253324508667})]",test,1
fʁ3,m,m,"[('3', {'f': 0.20436733961105347, 'm': 0.7956326603889465}), ('ʁ', {'f': 0.015076125040650368, 'm': 0.9849238395690918}), ('f', {'f': 0.009347259066998959, 'm': 0.9906527996063232})]",test,1
fɔk,m,m,"[('k', {'f': 0.3515477180480957, 'm': 0.6484522819519043}), ('ɔ', {'f': 0.1817789524793625, 'm': 0.8182210922241211}), ('f', {'f': 0.43352213501930237, 'm': 0.5664779543876648})]",test,1
